81	9
53	4
8494	0
3839	0
2057	0
1497	0
12	1
3542	0
46	1
997	0
762	0
3583	0
807	0
3148	0
2518	0
3032	0
3583	0
849	0
2438	0
4609	0
4403	0
1567	0
1317	0
4375	0
4444	0
842	0
2737	0
2092	0
1957	0
80	3
767	0
3975	0
4184	0
3520	0
767	0
767	0
767	0
767	0
767	0
918	0
4008	0
916	0
3283	0
1298	0
2255	0
3633	0
3633	0
2241	0
3839	0
49376505	0
985	0
1298	0
3283	0
3011	0
3975	0
2405	0
1298	0
2821	0
3975	0
4184	0
2900	0
2900	0
985	0
3633	0
3633	0
3633	0
572	0
1469	0
1192	0
989	0
2973	0
2973	0
572	0
2235	1
4828	0
3288	0
613	0
875	0
3288	0
2877	0
2900	0
49376235	0
4642	0
49376494	0
2900	0
49376494	0
2159	0
985	0
4642	0
49376505	0
3288	0
3065	0
1135	0
2172	0
1135	0
2627	0
985	0
17	0
49376235	0
4866	0
2973	0
2900	0
2900	0
2900	0
1081	0
888	0
1313	0
4102	0
4102	0
3583	0
4358	0
1821	0
49376235	0
849	0
4105	0
3968	0
4776	0
4455	0
3378	0
1186	0
2973	0
1117	0
3130	0
2973	0
2985	0
1501	0
2172	0
1661	0
49376505	0
2066	0
1135	0
3378	0
3217	0
49376505	0
3144	0
49376494	0
3690	0
4105	0
2776	0
4578	0
4629	0
49376273	0
3712	0
2554	0
49376273	0
2096	0
4184	0
4184	0
49376273	0
49376227	0
1135	0
1199	0
3839	0
2874	0
4629	0
985	0
4105	0
4540	0
3065	0
989	0
2900	0
4105	0
3321	0
4105	0
3378	0
2405	0
4629	0
3217	0
3633	0
985	0
3032	0
49376494	0
3416	0
4184	0
3145	0
49376494	0
3669	0
1293	0
767	0
989	0
49376235	0
2057	0
49376494	0
785	0
4629	0
1033	0
1720	0
224	0
2057	0
1186	0
4196	0
4424	0
2417	0
1135	0
4196	0
4642	0
4267	0
3968	0
2494	0
586	0
3968	0
2623	0
3144	0
4516	0
988	0
2066	0
2520	0
49376505	0
3968	0
3378	0
3378	0
907	0
4105	0
4105	0
4444	0
572	0
