12	80	8
13	88	10
14	88	10
15	88	10
16	88	10
17	88	10
18	70	8
20	88	10
21	88	10
22	88	10
23	88	10
24	62	10
31	88	10
32	0	1
34	30	10
38	90	10
41	0	7
47	48	10
52	40	10
53	90	10
56	20	10
57	88	10
58	30	10
59	40	10
60	30	10
61	50	10
62	20	10
64	88	10
66	80	10
67	10	10
69	0	10
70	80	10
76	30	10
80	0	2
81	10	2
87	88	10
89	50	10
92	10	10
94	60	10
